metric,mean,std
best_cv_acc,0.5523470839260313,0.03265409266989465
test_acc,0.5909090909090908,0.11134044285378081
test_precision,0.5416666666666667,0.35843021946010944
test_recall,0.43636363636363634,0.2522624895547565
test_f1,0.4725265850047113,0.2745876253422004
test_roc_auc,0.6462809917355372,0.10758096021676472
