metric,mean,std
best_cv_acc,0.5640398293029871,0.015839182067039274
test_acc,0.5909090909090908,0.13252163397375682
test_precision,0.6474242424242425,0.18772721158313382
test_recall,0.509090909090909,0.1036523113726489
test_f1,0.5577015661683854,0.11277000241798821
test_roc_auc,0.6644628099173554,0.12976785712196154
